Date,Open,High,Low,Close,Adj Close,Volume
20230303,392.679993,407.450012,392.329987,398.920013,394.540894,431100900
20230310,399.73999,401.480011,380.649994,389.279999,385.006683,781737600
20230317,386.820007,402.48999,386.290009,392.109985,387.805634,580134200
20230324,395.089996,401.600006,389.399994,401.350006,398.459137,441413700
20230331,404.089996,411.920013,401.76001,407.600006,404.664154,381095400
20230406,406.769989,412.170013,405.679993,408.049988,405.110901,273142600
20230414,409.179993,415.720001,407.98999,414.140015,411.157043,349200000
20230421,411.209991,413.700012,403.779999,404.359985,401.447449,391843600
20230428,407,417.619995,406.73999,408.019989,405.081116,439956600
20230505,406.929993,414.540009,403.73999,412.850006,409.876343,378155700
20230512,411.950012,415.859985,409.070007,415.230011,412.239197,339878400
20230519,414.899994,420.720001,409.880005,411.089996,408.128998,437199500
20230526,414.73999,422.579987,412.410004,417.850006,414.840332,367819400
20230602,418.089996,429.619995,416.790009,426.549988,423.477631,395087400
20230609,426.619995,439.059998,425.820007,437.179993,434.031067,420311700
20230616,436.329987,443.899994,434.329987,434.940002,431.80722,377567100
20230623,433.950012,437.440002,431.190002,436.390015,434.85614,383985000
20230630,435.959991,444.299988,435.540009,443.130005,441.572418,264015600
20230707,439.420013,447.480011,437.059998,446.019989,444.45224,385566200
20230714,447.899994,456.429993,447.450012,455.200012,453.600006,341503300
20230721,454.170013,456.98999,451.440002,455.51001,453.908905,322104500
20230728,459.019989,459.440002,449.350006,450.130005,448.547821,383471500
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
